,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
   Dossier Number  ,      Designation        , Country , ISO ,   Status   ,   Type    , Last relevant date ,   Product Categrory   ,      Latin Transcription     , Submission date , Publication date , Registration date , 1st Amendment date , 2nd Amendment date , 3rd Amendment date 
IT/PDO/0005/0174,Pretuziano delle Colline Teramane,Italy,IT,Registered,PDO,26/08/2003,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,20/11/2000,12/12/2002,26/08/2003,,,
IT/PDO/0005/0211,Colline di Romagna,Italy,IT,Registered,PDO,26/08/2003,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,12/10/2001,22/11/2002,26/08/2003,,,
IT/PDO/0005/0241,Ficodindia dell'Etna,Italy,IT,Registered,PDO,26/08/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,12/11/2002,26/08/2003,,,
EL/PGI/0005/0123,ΦΑΣΟΛΙΑ ΓΙΓΑΝΤΕΣ — ΕΛΕΦΑΝΤΕΣ ΚΑΣΤΟΡΙΑΣ,Greece,GR,Registered,PGI,12/08/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Fasolia Gigantes — Elefantes Kastorias,,23/05/2002,12/08/2003,,,
EL/PDO/0005/0361,Φοινίκι Λακωνίας,Greece,GR,Registered,PDO,23/07/2003,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Finiki Lakonias,,26/06/2001,23/07/2003,,,
IT/PDO/0005/0136,Pane di Altamura,Italy,IT,Registered,PDO,19/07/2003,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,30/05/2001,19/07/2003,,,
DE/PGI/0005/0184,Nürnberger Bratwürste ; Nürnberger Rostbratwürste,Germany,DE,Registered,PGI,16/07/2003,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,12/03/2002,16/07/2003,12/10/2013,,
IT/PDO/0005/0166,Molise,Italy,IT,Registered,PDO,16/07/2003,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,13/10/2000,29/10/2002,16/07/2003,,,
IT/PDO/0005/0200,Alto Crotonese,Italy,IT,Registered,PDO,16/07/2003,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,14/06/2001,29/10/2002,16/07/2003,,,
UK/PGI/0005/0081,Welsh lamb,United Kingdom,GB,Registered,PGI,16/07/2003,Class 1.1. Fresh meat (and offal),,,23/10/2002,16/07/2003,18/12/2010,,
ES/PDO/0117/0091,Roncal,Spain,ES,Registered,PDO,05/07/2003,Class 1.3. Cheeses,,,,05/07/2003,,,
IT/PDO/0117/0003,Caciocavallo Silano,Italy,IT,Registered,PDO,05/07/2003,Class 1.3. Cheeses,,,,05/07/2003,,,
IT/PDO/0217/1521,Monti Iblei,Italy,IT,Registered,PDO,02/07/2003,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,02/07/2003,15/04/2010,,
ES/PGI/0005/0152,Cítricos Valencianos / Cítrics Valencians,Spain,ES,Registered,PGI,20/05/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,12/09/2000,28/08/2002,20/05/2003,11/12/2013,,
DK/PGI/0117/0328,Danablu,Denmark,DK,Registered,PGI,15/05/2003,Class 1.3. Cheeses,,,,15/05/2003,22/03/2013,,
EL/PGI/0117/0059,Λέσβος ; Mυτιλήνη,Greece,GR,Registered,PGI,15/05/2003,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Lesvos ; Mytilini,,,15/05/2003,,,
FR/PDO/0117/0106,Beaufort ,France,FR,Registered,PDO,15/05/2003,Class 1.3. Cheeses,,,,15/05/2003,30/06/2011,,
FR/PDO/0117/0133,Sainte-Maure de Touraine ,France,FR,Registered,PDO,15/05/2003,Class 1.3. Cheeses,,,,15/05/2003,,,
FR/PDO/0117/0134,Salers,France,FR,Registered,PDO,15/05/2003,Class 1.3. Cheeses,,,,15/05/2003,,,
FR/PDO/0117/0144,Dinde de Bresse,France,FR,Registered,PDO,15/05/2003,Class 1.1. Fresh meat (and offal),,,,15/05/2003,04/12/2013,,
IT/PGI/0005/0153,Pomodoro di Pachino,Italy,IT,Registered,PGI,05/04/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,13/07/2002,05/04/2003,17/07/2013,,
IT/PGI/0005/0170,Uva da tavola di Mazzarrone,Italy,IT,Registered,PGI,05/04/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,17/11/2000,06/08/2002,05/04/2003,,,
PT/PDO/0005/0158,Carne de Porco Alentejano,Portugal,PT,Registered,PDO,05/04/2003,Class 1.1. Fresh meat (and offal),,,13/07/2002,05/04/2003,,,
PT/PGI/0005/0143,Borrego do Nordeste Alentejano,Portugal,PT,Registered,PGI,05/04/2003,Class 1.1. Fresh meat (and offal),,,13/07/2002,05/04/2003,,,
PT/PGI/0005/0155,Carne dos Açores,Portugal,PT,Registered,PGI,05/04/2003,Class 1.1. Fresh meat (and offal),,14/09/2000,13/07/2002,05/04/2003,,,
IT/PDO/0005/0145,Soprèssa Vicentina,Italy,IT,Registered,PDO,19/03/2003,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,15/05/2002,19/03/2003,06/07/2010,,
IT/PGI/0005/0127,Asparago verde di Altedo,Italy,IT,Registered,PGI,19/03/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,02/05/2000,15/05/2002,19/03/2003,,,
PT/PDO/0005/0160,Pêra Rocha do Oeste,Portugal,PT,Registered,PDO,19/03/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,27/04/2002,19/03/2003,,,
FI/TSG/0007/0015,Karjalanpiirakka,Finland,FI,Registered,TSG,20/02/2003,"Class 2.3. Confectionery, bread, pastry, cakes, biscuits and other baker's wares",,,27/04/2002,20/02/2003,,,
EL/PGI/0005/0128,Μήλο Καστοριάς,Greece,GR,Registered,PGI,22/11/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Milo Kastorias,16/05/2000,16/03/2002,22/11/2002,,,
EL/PGI/0005/0129,Ακτινίδιο Πιερίας ,Greece,GR,Registered,PGI,22/11/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Aktinidio Pierias,,27/03/2002,22/11/2002,,,
FR/PGI/0005/0149,Pruneaux d'Agen ; Pruneaux d'Agen mi-cuits,France,FR,Registered,PGI,22/11/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,20/02/2002,22/11/2002,,,
IT/PGI/0005/0183,Carciofo Romanesco del Lazio,Italy,IT,Registered,PGI,22/11/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,08/02/2001,26/02/2002,22/11/2002,,,
PT/PGI/0005/0144,Carne de Bovino Cruzado dos Lameiros do Barroso,Portugal,PT,Registered,PGI,22/11/2002,Class 1.1. Fresh meat (and offal),,,24/11/2002,22/11/2002,,,
UK/PGI/0005/0057,Welsh Beef,United Kingdom,GB,Registered,PGI,22/11/2002,Class 1.1. Fresh meat (and offal),,13/02/1998,25/01/2000,22/11/2002,04/02/2011,,
EL/PDO/0017/0427,Φέτα ,Greece,GR,Registered,PDO,15/10/2002,Class 1.3. Cheeses,Feta,,,15/10/2002,,,
DE/PGI/0005/0191,Oberpfälzer Karpfen,Germany,DE,Registered,PGI,22/08/2002,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,,13/12/2001,22/08/2002,03/12/2011,,
FR/PDO/0005/0131,Piment d'Espelette ; Piment d'Espelette - Ezpeletako Biperra,France,FR,Registered,PDO,22/08/2002,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,13/12/2001,22/08/2002,09/11/2013,,
PT/PDO/0005/0096,Carne da Charneca,Portugal,PT,Registered,PDO,22/08/2002,Class 1.1. Fresh meat (and offal),,20/05/1999,13/12/2001,22/08/2002,,,
FI/TSG/0007/0013,Kalakukko ,Finland,FI,Registered,TSG,16/07/2002,"Class 2.3. Confectionery, bread, pastry, cakes, biscuits and other baker's wares",,,21/08/2001,16/07/2002,,,
AT/PGI/0005/0192,Gailtaler Speck,Austria,AT,Registered,PGI,11/07/2002,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,22/11/2001,11/07/2002,,,
EL/PDO/0005/0125,Εξαιρετικό παρθένο ελαιόλαδο Θραψανό,Greece,GR,Registered,PDO,11/07/2002,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Exeretiko partheno eleolado Thrapsano,04/04/2000,29/08/2001,11/07/2002,,,
ES/PDO/0005/0172,Queso Palmero ; Queso de la Palma,Spain,ES,Registered,PDO,11/07/2002,Class 1.3. Cheeses,,,14/11/2001,11/07/2002,,,
ES/PGI/0005/0167,Turrón de Agramunt ; Torró d'Agramunt,Spain,ES,Registered,PGI,11/07/2002,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,25/10/2000,14/11/2001,11/07/2002,,,
ES/PDO/0005/0168,Queso de Murcia,Spain,ES,Registered,PDO,25/06/2002,Class 1.3. Cheeses,,,06/09/2001,25/06/2002,08/04/2014,,
ES/PDO/0005/0204,Queso de Murcia al vino,Spain,ES,Registered,PDO,25/06/2002,Class 1.3. Cheeses,,,06/09/2001,25/06/2002,08/04/2014,,
IT/PGI/0005/0134,Fagiolo di Sorana,Italy,IT,Registered,PGI,14/06/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,23/06/2001,14/06/2002,,,
ES/PGI/0005/0171,Calçot de Valls,Spain,ES,Registered,PGI,31/05/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,13/07/2001,31/05/2002,,,
ES/TSG/0107/0018,Panellets,Spain,ES,Registered,TSG,23/04/2002,"Class 2.3. Confectionery, bread, pastry, cakes, biscuits and other baker's wares",,,09/01/2001,23/04/2002,02/10/2008,,
EL/PGI/0005/0107,Πατάτα Κάτω Νευροκοπίου,Greece,GR,Registered,PGI,26/03/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Patata Kato Nevrokopiou,,09/06/2001,26/03/2002,,,
PT/PDO/0005/0095,Carne Cachena da Peneda,Portugal,PT,Registered,PDO,28/02/2002,Class 1.1. Fresh meat (and offal),,20/05/1999,13/12/2001,28/02/2002,,,
FR/PDO/0005/0041,Taureau de Camargue,France,FR,Registered,PDO,26/02/2002,Class 1.1. Fresh meat (and offal),,21/04/1997,22/11/2000,26/02/2002,31/10/2008,,
FR/PGI/0005/0100,Boudin blanc de Rethel,France,FR,Registered,PGI,26/02/2002,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,20/07/1999,01/11/2000,26/02/2002,,,
IT/PDO/0005/0067,"Veneto Valpolicella, Veneto Euganei e Berici, Veneto del Grappa",Italy,IT,Registered,PDO,26/02/2002,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,20/12/2000,26/02/2002,,,
ES/PDO/0005/0114,Kaki Ribera del Xúquer,Spain,ES,Registered,PDO,09/02/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,09/02/2002,13/11/2013,,
FI/TSG/0007/0014,Sahti,Finland,FI,Registered,TSG,09/02/2002,Class 2.1. Beer,,,26/04/2001,09/02/2002,,,
IT/PGI/0005/0135,Asparago bianco di Cimadolmo,Italy,IT,Registered,PGI,09/02/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,15/06/2000,26/04/2001,09/02/2002,25/02/2015,,
IT/PGI/0005/0146,Ciliegia di Marostica,Italy,IT,Registered,PGI,09/02/2002,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,18/04/2001,09/02/2002,04/12/2013,,
ES/PDO/0005/0115,Manzana Reineta del Bierzo,Spain,ES,Registered,PDO,29/12/2001,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,16/03/2001,29/12/2001,,,
ES/PGI/0005/0119,Salchichón de Vic ; Llonganissa de Vic,Spain,ES,Registered,PGI,29/12/2001,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,29/02/2000,27/03/2001,29/12/2001,,,
SE/TSG/0007/0020,Falukorv,Sweden,SE,Registered,TSG,13/12/2001,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,10/03/2001,13/12/2001,10/07/2012,,
FR/PDO/0005/0140,Pélardon,France,FR,Registered,PDO,05/12/2001,Class 1.3. Cheeses,,18/07/2000,04/02/2011,05/12/2001,14/12/2011,,
FR/PDO/0005/0110,Huile d'olive de Haute-Provence,France,FR,Registered,PDO,18/10/2001,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,19/10/2000,18/10/2001,29/07/2016,,
FR/PDO/0005/0111,Huile d'olive d'Aix-en-Provence,France,FR,Registered,PDO,18/10/2001,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,19/10/2000,18/10/2001,06/04/2016,,
FR/PGI/0005/0101,Jambon sec des Ardennes / Noix de Jambon sec des Ardennes,France,FR,Registered,PGI,18/10/2001,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,20/07/1999,21/11/2000,18/10/2001,16/04/2015,,
IT/PGI/0005/0120,Coppia Ferrarese,Italy,IT,Registered,PGI,18/10/2001,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,17/03/2000,20/12/2000,18/10/2001,04/12/2012,,
BE/PGI/0005/0091,Pâté gaumais,Belgium,BE,Registered,PGI,10/10/2001,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,22/02/2001,10/10/2001,,,
ES/PDO/0005/0118,Aceite del Bajo Aragón,Spain,ES,Registered,PDO,10/10/2001,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,01/02/2000,16/02/2001,10/10/2001,,,
ES/PDO/0005/0137,Sierra de Cazorla,Spain,ES,Registered,PDO,10/10/2001,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,12/01/2001,10/10/2001,,,
ES/PDO/0005/0151,Arroz de Valencia ; Arròs de València,Spain,ES,Registered,PDO,10/10/2001,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,04/09/2000,08/02/2001,10/10/2001,23/01/2015,,
ES/PGI/0005/0138,Botillo del Bierzo,Spain,ES,Registered,PGI,10/10/2001,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,08/02/2001,10/10/2001,,,
ES/PGI/0005/0139,Alcachofa de Tudela,Spain,ES,Registered,PGI,10/10/2001,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,03/07/2000,13/01/2001,10/10/2001,,,
IT/PDO/0017/1301,Salamini italiani alla cacciatora,Italy,IT,Registered,PDO,08/09/2001,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,08/09/2001,,,
DE/PGI/0017/0518,Bayerisches Bier,Germany,DE,Registered,PGI,05/07/2001,Class 2.1. Beers,,,,05/07/2001,13/06/2017,,
IT/PGI/0005/0116,Limone Costa d'Amalfi,Italy,IT,Registered,PGI,05/07/2001,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,05/10/2000,05/07/2001,06/09/2017,,
ES/PGI/0005/0104,Lacón Gallego,Spain,ES,Registered,PGI,08/05/2001,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,14/09/2000,08/05/2001,,,
FR/PDO/0105/0077,Bleu du Vercors-Sassenage,France,FR,Registered,PDO,16/03/2001,Class 1.3. Cheeses,,29/03/2006,,16/03/2001,13/05/2009,,
IT/PDO/0005/0105,Bergamotto di Reggio Calabria - Olio essenziale,Italy,IT,Registered,PDO,16/03/2001,Class 3.2. Essential oils,,03/08/1999,11/07/2000,16/03/2001,,,
ES/PDO/0005/0112,Azafrán de la Mancha,Spain,ES,Registered,PDO,08/03/2001,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,22/06/2000,08/03/2001,05/03/2004,,
IT/PDO/0005/0061,Val di Mazara,Italy,IT,Registered,PDO,25/01/2001,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,14/04/2000,25/01/2001,,,
IT/PGI/0005/0097,Agnello di Sardegna,Italy,IT,Registered,PGI,25/01/2001,Class 1.1. Fresh meat (and offal),,,12/05/2000,25/01/2001,10/12/2010,,
FR/PDO/0105/0042,Pays d'Auge ; Pays d'Auge-Cambremer,France,FR,Registered,PDO,12/12/2000,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,,12/12/2000,,,
FR/PDO/0105/0043,Cornouaille,France,FR,Registered,PDO,12/12/2000,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,18/04/1998,12/12/2000,,,
ES/PDO/0005/0094,Queso de l'Alt Urgell y la Cerdanya,Spain,ES,Registered,PDO,07/11/2000,Class 1.3. Cheeses,,12/05/1999,17/03/2000,07/11/2000,,,
ES/PDO/0005/0103,Melocotón de Calanda,Spain,ES,Registered,PDO,07/11/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,27/08/1999,17/03/2000,07/11/2000,28/11/2013,,
FR/PGI/0005/0088,Cidre de Bretagne ; Cidre Breton,France,FR,Registered,PGI,07/11/2000,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,10/02/2000,07/11/2000,,,
FR/PGI/0005/0089,Cidre de Normandie ; Cidre Normand,France,FR,Registered,PGI,07/11/2000,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,10/02/2000,07/11/2000,,,
IE/PGI/0005/0093,Timoleague Brown Pudding,Ireland,IE,Registered,PGI,07/11/2000,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,30/04/1999,25/01/2000,07/11/2000,,,
IT/PDO/0005/0108,Chianti Classico,Italy,IT,Registered,PDO,07/11/2000,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,31/03/2000,07/11/2000,04/03/2011,,
IT/PDO/0005/0109,Terre di Siena,Italy,IT,Registered,PDO,07/11/2000,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,01/10/1999,31/03/2000,07/11/2000,,,
IT/PGI/0005/0098,Limone di Sorrento,Italy,IT,Registered,PGI,07/11/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,01/06/1999,17/03/2000,07/11/2000,11/01/2011,,
IT/PDO/0105/0085,La Bella della Daunia,Italy,IT,Registered,PDO,08/09/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,09/07/2007,25/03/2009,08/09/2000,07/11/2009,,
IT/PGI/0005/0084,Castagna del Monte Amiata,Italy,IT,Registered,PGI,08/09/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,03/12/1999,08/09/2000,11/03/2010,,
NL/PDO/0005/0059,Kanterkaas ; Kanternagelkaas ; Kanterkomijnekaas,Netherlands,NL,Registered,PDO,08/09/2000,Class 1.3. Cheeses,,,30/12/1999,08/09/2000,,,
FR/PGI/0005/0064,Agneau du Limousin,France,FR,Registered,PGI,27/07/2000,Class 1.1. Fresh meat (and offal),,27/02/1998,06/11/1999,27/07/2000,,,
DE/PGI/0005/0079,Meißner Fummel,Germany,DE,Registered,PGI,20/07/2000,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,17/09/1999,20/07/2000,,,
SE/PGI/0005/0071,Skånsk spettkaka,Sweden,SE,Registered,PGI,20/07/2000,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,02/09/1999,20/07/2000,,,
DE/PGI/0117/1232,Schwarzwaldforelle,Germany,DE,Registered,PGI,13/07/2000,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,,,13/07/2000,,,
FR/PDO/0117/0145,Volaille de Bresse/Poulet de Bresse/Poularde de Bresse/Chapon de Bresse,France,FR,Registered,PDO,13/07/2000,Class 1.1. Fresh meat (and offal),,,,13/07/2000,09/11/2013,,
FR/PDO/0117/0202,Lentille verte du Puy,France,FR,Registered,PDO,13/07/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,13/07/2000,,,
LU/PDO/0117/0060,Beurre rose - Marque Nationale du Grand-Duché de Luxembourg,Luxembourg,LU,Registered,PDO,13/07/2000,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,13/07/2000,,,
LU/PDO/0117/0061,Miel - Marque nationale du Grand-Duché de Luxembourg,Luxembourg,LU,Registered,PDO,13/07/2000,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,,13/07/2000,,,
ES/TSG/0007/0003,Leche certificada de Granja ,Spain,ES,Registered,TSG,07/07/2000,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,21/01/1997,07/07/2000,,,
UK/TSG/0007/0004,Traditional Farmfresh Turkey ,United Kingdom,GB,Registered,TSG,07/07/2000,Class 1.1. Fresh meat (and offal),,,24/12/1998,07/07/2000,,,
FR/PGI/0005/0034,"Canard à foie gras du Sud-Ouest (Chalosse, Gascogne, Gers, Landes, Périgord, Quercy)",France,FR,Registered,PGI,27/06/2000,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,16/01/1997,28/09/1999,27/06/2000,27/05/2015,,
ES/PDO/0005/0083,Montes de Toledo,Spain,ES,Registered,PDO,06/06/2000,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,12/08/1999,06/06/2000,07/07/2010,,
FR/PDO/0005/0050,Huile d'olive de la Vallée des Baux-de-Provence,France,FR,Registered,PDO,06/06/2000,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,31/08/1999,06/06/2000,,,
FR/PDO/0005/0065,Pomme de terre de l'Île de Ré,France,FR,Registered,PDO,06/06/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,11/08/1999,06/06/2000,24/04/2010,,
FR/PDO/0005/0066,Miel de Corse ; Mele di Corsica,France,FR,Registered,PDO,06/06/2000,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,24/08/1999,06/06/2000,09/11/2013,,
FR/PGI/0005/0073,Riz de Camargue,France,FR,Registered,PGI,06/06/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,16/09/1999,06/06/2000,14/11/2013,,
FR/PGI/0005/0080,Haricot tarbais,France,FR,Registered,PGI,06/06/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,21/08/1999,06/06/2000,,,
PT/PDO/0005/0082,Anona da Madeira,Portugal,PT,Registered,PDO,06/06/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,12/08/1999,06/06/2000,,,
PT/PGI/0005/0078,Queijo mestiço de Tolosa,Portugal,PT,Registered,PGI,06/06/2000,Class 1.3. Cheeses,,11/11/1998,12/08/1999,06/06/2000,,,
IT/PDO/0017/1565,Aceto balsamico tradizionale di Modena,Italy,IT,Registered,PDO,20/04/2000,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,,20/04/2000,,,
IT/PDO/0017/1566,Aceto balsamico tradizionale di Reggio Emilia,Italy,IT,Registered,PDO,20/04/2000,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,,20/04/2000,11/12/2013,,
ES/PGI/0005/0056,Espárrago de Huétor-Tájar,Spain,ES,Registered,PGI,15/03/2000,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,01/12/1997,03/07/1998,15/03/2000,,,
ES/TSG/0007/0012,Jamón Serrano ,Spain,ES,Registered,TSG,13/11/1999,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,01/12/1998,13/11/1999,,,
IT/PDO/0005/0068,Lametia,Italy,IT,Registered,PDO,22/10/1999,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,06/05/1998,24/12/1998,22/10/1999,,,
ES/PDO/0005/0053,Priego de Córdoba,Spain,ES,Registered,PDO,05/10/1999,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,24/12/1998,05/10/1999,,,
ES/PDO/0105/0054,Sierra Mágina,Spain,ES,Registered,PDO,05/10/1999,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,24/12/1998,05/10/1999,04/10/2007,,
ES/PGI/0005/0069,Lechazo de Castilla y León,Spain,ES,Registered,PGI,05/10/1999,Class 1.1. Fresh meat (and offal),,,11/11/1998,05/10/1999,,,
IE/PDO/0005/0070,Imokilly Regato,Ireland,IE,Registered,PDO,05/10/1999,Class 1.3. Cheeses,,06/07/1998,11/11/1998,05/10/1999,,,
IE/PGI/0005/0058,Clare Island Salmon,Ireland,IE,Registered,PGI,05/10/1999,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,24/02/1998,07/01/1999,05/10/1999,,,
FR/PDO/0005/0062,Coco de Paimpol ,France,FR,Registered,PDO,28/07/1999,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,22/04/1998,11/11/1998,28/07/1999,,,
FR/PGI/0005/0072,Mâche nantaise,France,FR,Registered,PGI,28/07/1999,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,12/12/1998,28/07/1999,14/05/2013,,
UK/PGI/0005/0001,Exmoor Blue Cheese,United Kingdom,GB,Registered,PGI,28/04/1999,Class 1.3. Cheeses,,18/04/1995,22/08/1998,28/04/1999,,,
ES/PGI/0005/0047,Cordero Manchego,Spain,ES,Registered,PGI,25/03/1999,Class 1.1. Fresh meat (and offal),,,06/06/1998,25/03/1999,,,
DE/PGI/0017/0561,Spreewälder Gurken,Germany,DE,Registered,PGI,19/03/1999,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,19/03/1999,,,
